Kennziffer;Raumeinheit;Aggregat;Durchschnittsalter der Bevölkerung;Siedlungsdichte in km²;Studierende je 100 Einwohner 18 bis 25 Jahre;Gesamtwanderungssaldo;Haushalte mit hohem Einkommen;Erreichbarkeit von Oberzentren;Bevölkerung gesamt
"092740194";"Bruckberg";"verbandsfreie Gemeinde";"42.50";"1005.21";"0.00";"17.68";"25.91";"15.04";"5203"
"092745220";"Ergoldsbach (VGem)";"Gemeindeverband";"41.78";"1051.37";"0.00";"9.34";"21.23";"20.87";"9311"
"092745221";"Furth (VGem)";"Gemeindeverband";"41.11";"928.06";"0.00";"-1.31";"25.88";"15.49";"7634"
"092745222";"Wörth adIsar (VGem)";"Gemeindeverband";"40.97";"964.72";"0.00";"24.08";"24.43";"14.38";"5689"
"092745223";"Gerzen (VGem)";"Gemeindeverband";"42.55";"688.05";"0.00";"-2.18";"22.33";"19.81";"6435"
"092745226";"Altfraunhofen (VGem)";"Gemeindeverband";"41.23";"898.31";"0.00";"9.53";"29.70";"18.52";"2939"
"092745227";"Velden (VGem)";"Gemeindeverband";"41.96";"909.12";"0.00";"2.69";"22.40";"26.83";"8932"
"092750111";"Aicha vorm Wald";"verbandsfreie Gemeinde";"40.55";"845.83";"0.00";"13.54";"19.80";"20.02";"2437"
"092750114";"Aldersbach";"verbandsfreie Gemeinde";"42.99";"784.10";"0.00";"-0.71";"20.98";"31.18";"4221"
"092750116";"Bad Füssing";"verbandsfreie Gemeinde";"51.73";"989.27";"0.00";"23.95";"21.97";"32.14";"6805"
"092750118";"Breitenberg";"verbandsfreie Gemeinde";"40.64";"674.67";"0.00";"-16.31";"16.96";"34.30";"2084"
"092750119";"Büchlberg";"verbandsfreie Gemeinde";"41.94";"1185.20";"0.00";"-3.18";"20.56";"17.64";"4088"
"092750120";"Eging aSee. M";"verbandsfreie Gemeinde";"42.16";"1078.57";"0.00";"14.88";"20.55";"22.08";"4166"
"092750121";"Fürstenstein";"verbandsfreie Gemeinde";"44.81";"1109.21";"0.00";"-0.91";"19.65";"22.85";"3279"
"092750122";"Fürstenzell. M";"verbandsfreie Gemeinde";"43.83";"876.54";"0.00";"17.25";"23.59";"15.41";"7826"
"092750124";"Bad Griesbach iRottal. St";"verbandsfreie Gemeinde";"46.29";"961.23";"0.00";"18.00";"18.82";"34.74";"8501"
"092750125";"Haarbach";"verbandsfreie Gemeinde";"44.76";"476.08";"0.00";"10.97";"21.80";"31.72";"2553"
"092750126";"Hauzenberg. St";"verbandsfreie Gemeinde";"43.29";"1064.50";"0.00";"0.86";"20.39";"18.36";"11608"
"092750127";"Hofkirchen. M";"verbandsfreie Gemeinde";"42.47";"883.90";"0.00";"-2.54";"20.71";"19.77";"3539"
"092750128";"Hutthurm. M";"verbandsfreie Gemeinde";"42.23";"1002.88";"0.00";"18.14";"22.61";"15.47";"5954"
"092750130";"Kirchham";"verbandsfreie Gemeinde";"47.13";"801.08";"0.00";"19.35";"20.07";"32.10";"2119"
"092750131";"Kößlarn. M";"verbandsfreie Gemeinde";"44.76";"973.74";"0.00";"4.18";"15.70";"39.96";"1914"
"092750133";"Neuburg aInn";"verbandsfreie Gemeinde";"42.35";"860.67";"0.00";"17.33";"25.28";"13.99";"4328"
"092750134";"Neuhaus aInn";"verbandsfreie Gemeinde";"45.45";"819.32";"0.00";"4.97";"22.05";"19.86";"3419"
"092750135";"Neukirchen vorm Wald";"verbandsfreie Gemeinde";"40.78";"752.97";"0.00";"2.97";"15.55";"15.62";"2694"
"092750137";"Obernzell. M";"verbandsfreie Gemeinde";"44.82";"1260.54";"0.00";"19.28";"24.53";"16.99";"3786"
"092750138";"Ortenburg. M";"verbandsfreie Gemeinde";"43.96";"889.44";"0.00";"-0.57";"22.62";"23.78";"6977"
"092750141";"Pocking. St";"verbandsfreie Gemeinde";"44.34";"1406.18";"0.00";"8.78";"19.04";"24.06";"15034"
"092750144";"Ruderting";"verbandsfreie Gemeinde";"42.18";"1350.85";"0.00";"3.21";"24.19";"11.46";"3118"
"092750145";"Ruhstorf adRott. M";"verbandsfreie Gemeinde";"44.16";"994.65";"0.00";"0.58";"19.09";"20.75";"6921"
"092750146";"Salzweg";"verbandsfreie Gemeinde";"43.45";"1518.97";"0.00";"14.68";"24.71";"10.12";"6538"
"092750148";"Sonnen";"verbandsfreie Gemeinde";"41.06";"776.76";"0.00";"5.61";"20.84";"28.15";"1427"
"092750149";"Tettenweis";"verbandsfreie Gemeinde";"44.56";"688.49";"0.00";"17.78";"20.89";"25.98";"1687"
"092750150";"Thyrnau";"verbandsfreie Gemeinde";"42.77";"925.54";"0.00";"6.76";"24.96";"10.80";"4140"
"092750151";"Tiefenbach";"verbandsfreie Gemeinde";"42.57";"1017.95";"0.00";"-3.62";"21.58";"10.61";"6637"
"092750153";"Untergriesbach. M";"verbandsfreie Gemeinde";"41.88";"844.93";"0.00";"-11.76";"20.30";"20.71";"6039"
"092750154";"Vilshofen an der Donau. St";"verbandsfreie Gemeinde";"44.01";"1161.54";"0.00";"6.70";"19.63";"22.18";"15966"
"092750156";"Wegscheid. M";"verbandsfreie Gemeinde";"42.26";"729.01";"0.00";"-3.86";"19.88";"32.52";"5447"
"092750159";"Windorf. M";"verbandsfreie Gemeinde";"42.99";"784.45";"0.00";"1.48";"20.07";"22.12";"4734"
"092755229";"Tittling (VGem)";"Gemeindeverband";"44.01";"958.89";"0.00";"9.68";"21.13";"21.44";"5476"
"092755232";"Aidenbach (VGem)";"Gemeindeverband";"44.48";"1019.40";"0.00";"13.08";"19.68";"32.86";"4052"
"092755234";"Rotthalmünster (VGem)";"Gemeindeverband";"44.80";"755.79";"0.00";"13.64";"20.20";"35.83";"6157"
"092760113";"Arnbruck";"verbandsfreie Gemeinde";"43.40";"788.66";"0.00";"-7.22";"14.35";"35.25";"1938"
"092760115";"Bayerisch Eisenstein";"verbandsfreie Gemeinde";"49.79";"308.00";"0.00";"1.01";"15.18";"56.26";"986"
"092760116";"Bischofsmais";"verbandsfreie Gemeinde";"43.56";"870.68";"0.00";"-14.42";"24.81";"21.25";"3189"
"092760117";"Bodenmais. M";"verbandsfreie Gemeinde";"46.69";"959.00";"0.00";"16.97";"20.68";"39.54";"3299"
"092760118";"Böbrach";"verbandsfreie Gemeinde";"43.34";"840.00";"0.00";"32.46";"14.81";"33.02";"1633"
"092760120";"Drachselsried";"verbandsfreie Gemeinde";"45.38";"755.84";"0.00";"2.97";"13.89";"38.83";"2360"
"092760121";"Frauenau";"verbandsfreie Gemeinde";"47.29";"899.00";"0.00";"4.10";"13.75";"46.61";"2683"
"092760122";"Geiersthal";"verbandsfreie Gemeinde";"42.79";"876.28";"0.00";"10.08";"16.02";"29.26";"2183"
"092760126";"Kirchberg iWald";"verbandsfreie Gemeinde";"41.19";"1086.00";"0.00";"-6.73";"19.83";"27.37";"4307"
"092760127";"Kirchdorf iWald";"verbandsfreie Gemeinde";"42.25";"951.57";"0.00";"3.76";"19.13";"36.58";"2129"
"092760128";"Kollnburg";"verbandsfreie Gemeinde";"42.49";"649.53";"0.00";"-7.48";"14.83";"31.92";"2809"
"092760129";"Langdorf";"verbandsfreie Gemeinde";"43.35";"785.53";"0.00";"-3.77";"15.15";"36.41";"1856"
"092760130";"Lindberg";"verbandsfreie Gemeinde";"44.86";"554.55";"0.00";"-13.89";"18.71";"47.50";"2375"
"092760134";"Patersdorf";"verbandsfreie Gemeinde";"43.01";"937.43";"0.00";"-24.65";"14.30";"23.49";"1704"
"092760135";"Prackenbach";"verbandsfreie Gemeinde";"42.64";"850.31";"0.00";"3.70";"13.63";"23.66";"2700"
"092760138";"Regen. St";"verbandsfreie Gemeinde";"44.57";"1207.99";"0.00";"6.16";"17.70";"30.38";"10714"
"092760139";"Rinchnach";"verbandsfreie Gemeinde";"42.95";"982.54";"0.00";"9.09";"19.31";"33.96";"3079"
"092760143";"Teisnach. M";"verbandsfreie Gemeinde";"43.61";"1096.63";"0.00";"20.54";"15.14";"28.08";"2824"
"092760144";"Viechtach. St";"verbandsfreie Gemeinde";"45.30";"1137.06";"0.00";"6.75";"17.60";"30.17";"8002"
"092760148";"Zwiesel. St";"verbandsfreie Gemeinde";"47.10";"1496.06";"0.00";"8.21";"18.79";"42.96";"9257"
"092765238";"Ruhmannsfelden (VGem)";"Gemeindeverband";"42.96";"1005.89";"0.00";"-0.64";"15.71";"21.40";"6230"
"092770111";"Arnstorf. M";"verbandsfreie Gemeinde";"42.73";"973.99";"0.00";"17.83";"24.17";"30.78";"6729"
"092770114";"Dietersburg";"verbandsfreie Gemeinde";"42.99";"627.51";"0.00";"1.92";"14.83";"41.21";"3119"
"092770116";"Eggenfelden. St";"verbandsfreie Gemeinde";"43.58";"1575.32";"0.00";"15.28";"21.16";"25.34";"13090"
"092770117";"Egglham";"verbandsfreie Gemeinde";"44.68";"768.39";"0.00";"19.62";"18.24";"37.15";"2395"
"092770121";"Gangkofen. M";"verbandsfreie Gemeinde";"42.44";"665.88";"0.00";"3.30";"18.80";"25.05";"6356"
"092770124";"Hebertsfelden";"verbandsfreie Gemeinde";"42.90";"726.49";"0.00";"1.67";"19.04";"28.18";"3587"
"092770126";"Johanniskirchen";"verbandsfreie Gemeinde";"44.02";"775.47";"0.00";"9.86";"23.37";"38.04";"2435"
"092770127";"Julbach";"verbandsfreie Gemeinde";"42.21";"1250.26";"0.00";"-13.05";"17.23";"15.74";"2298"
"092770128";"Kirchdorf aInn";"verbandsfreie Gemeinde";"43.36";"1163.50";"0.00";"-0.76";"28.42";"19.47";"5238"
"092770134";"Mitterskirchen";"verbandsfreie Gemeinde";"41.87";"903.98";"0.00";"2.49";"23.03";"18.67";"2007"
"092770138";"Pfarrkirchen. St";"verbandsfreie Gemeinde";"44.03";"1405.44";"0.00";"5.61";"20.81";"38.59";"11953"
"092770139";"Postmünster";"verbandsfreie Gemeinde";"45.74";"578.34";"0.00";"9.19";"22.05";"35.12";"2286"
"092770142";"Roßbach";"verbandsfreie Gemeinde";"43.85";"726.47";"0.00";"-8.99";"21.46";"26.82";"2893"
"092770144";"Schönau";"verbandsfreie Gemeinde";"42.25";"690.53";"0.00";"-12.63";"20.86";"37.22";"1900"
"092770145";"Simbach aInn. St";"verbandsfreie Gemeinde";"45.21";"1509.46";"0.00";"15.65";"19.42";"23.83";"9649"
"092770149";"Triftern. M";"verbandsfreie Gemeinde";"43.94";"892.08";"0.00";"-0.77";"21.87";"35.76";"5199"
"092770151";"Unterdietfurt";"verbandsfreie Gemeinde";"42.42";"788.97";"0.00";"-6.65";"21.71";"24.16";"2104"
"092770152";"Wittibreut";"verbandsfreie Gemeinde";"42.87";"733.70";"0.00";"-1.00";"17.44";"27.50";"1991"
"092770153";"Wurmannsquick. M";"verbandsfreie Gemeinde";"42.61";"821.69";"0.00";"2.18";"22.88";"22.18";"3668"
"092770154";"Zeilarn";"verbandsfreie Gemeinde";"42.96";"746.18";"0.00";"-6.61";"18.43";"18.52";"2117"
"092775239";"Falkenberg (VGem)";"Gemeindeverband";"41.97";"572.88";"0.00";"4.10";"23.49";"31.06";"5850"
"092775240";"Massing (VGem)";"Gemeindeverband";"41.49";"981.64";"0.00";"2.88";"21.69";"21.03";"4863"
"092775241";"Bad Birnbach (VGem)";"Gemeindeverband";"45.77";"757.95";"0.00";"5.87";"20.21";"38.12";"7158"
"092775243";"Tann (VGem)";"Gemeindeverband";"43.81";"932.39";"0.00";"3.89";"21.50";"22.72";"5653"
"092775244";"Ering (VGem)";"Gemeindeverband";"44.47";"735.57";"0.00";"3.21";"17.04";"32.66";"3116"
"092780118";"Bogen. St";"verbandsfreie Gemeinde";"43.47";"1104.68";"0.00";"2.77";"18.64";"14.39";"9751"
"092780121";"Feldkirchen";"verbandsfreie Gemeinde";"40.26";"754.51";"0.00";"4.31";"20.76";"8.17";"1855"
"092780123";"Geiselhöring. St";"verbandsfreie Gemeinde";"42.58";"841.46";"0.00";"11.53";"21.50";"17.29";"6936"
"092780129";"Haibach";"verbandsfreie Gemeinde";"42.94";"683.12";"0.00";"1.88";"20.19";"25.41";"2133"
"092780141";"Kirchroth";"verbandsfreie Gemeinde";"41.70";"735.26";"0.00";"0.81";"23.93";"11.80";"3687"
"092780143";"Konzell";"verbandsfreie Gemeinde";"42.31";"619.93";"0.00";"-0.57";"17.59";"23.28";"1765"
"092780144";"Laberweinting";"verbandsfreie Gemeinde";"43.37";"582.68";"0.00";"9.22";"24.86";"26.59";"3361"
"092780146";"Leiblfing";"verbandsfreie Gemeinde";"42.25";"643.50";"0.00";"16.74";"27.84";"14.81";"4122"
"092780148";"Mallersdorf-Pfaffenberg. M";"verbandsfreie Gemeinde";"45.92";"865.54";"0.00";"26.66";"23.31";"31.41";"6488"
"092780167";"Oberschneiding";"verbandsfreie Gemeinde";"42.62";"600.21";"0.00";"2.54";"26.95";"12.48";"2755"
"092780170";"Parkstetten";"verbandsfreie Gemeinde";"42.80";"1156.67";"0.00";"-0.33";"23.85";"6.50";"3025"
"092780178";"Rattenberg";"verbandsfreie Gemeinde";"43.47";"615.47";"0.00";"-18.00";"15.05";"25.88";"1722"
"092780184";"Sankt Englmar";"verbandsfreie Gemeinde";"44.05";"617.30";"0.00";"42.99";"16.98";"29.21";"1675"
"092780190";"Steinach";"verbandsfreie Gemeinde";"42.16";"852.85";"0.00";"11.46";"26.84";"12.52";"2968"
"092780197";"Wiesenfelden";"verbandsfreie Gemeinde";"42.45";"666.55";"0.00";"12.55";"21.24";"25.02";"3664"
"092785246";"Stallwang (VGem)";"Gemeindeverband";"42.93";"601.55";"0.00";"0.85";"17.30";"19.68";"3535"
"092785248";"Mitterfels (VGem)";"Gemeindeverband";"42.63";"1012.57";"0.00";"19.24";"19.36";"18.68";"6810"
"092785249";"Hunderdorf (VGem)";"Gemeindeverband";"42.86";"948.45";"0.00";"8.57";"17.98";"19.04";"6066"
"092785250";"Rain (VGem)";"Gemeindeverband";"40.96";"1026.09";"0.00";"2.08";"21.58";"11.14";"7679"
"092785252";"Schwarzach (VGem)";"Gemeindeverband";"40.98";"833.45";"0.00";"3.01";"21.51";"13.21";"7310"
"092785256";"Aiterhofen (VGem)";"Gemeindeverband";"42.22";"760.26";"0.00";"1.22";"28.66";"6.73";"5733"
"092785257";"Straßkirchen (VGem)";"Gemeindeverband";"43.05";"737.54";"0.00";"-2.80";"27.15";"11.92";"4283"
"092790112";"Dingolfing. St";"verbandsfreie Gemeinde";"42.17";"1551.08";"0.00";"19.72";"24.64";"0.00";"18506"
"092790113";"Eichendorf. M";"verbandsfreie Gemeinde";"44.09";"708.24";"0.00";"9.88";"20.82";"19.65";"6476"
"092790115";"Frontenhausen. M";"verbandsfreie Gemeinde";"41.56";"1266.85";"0.00";"12.30";"23.59";"11.22";"4553"
"092790122";"Landau adIsar. St";"verbandsfreie Gemeinde";"43.60";"1130.53";"0.00";"13.04";"20.42";"15.76";"12729"
"092790124";"Loiching";"verbandsfreie Gemeinde";"42.05";"848.33";"0.00";"3.41";"29.48";"6.47";"3520"
"092790126";"Marklkofen";"verbandsfreie Gemeinde";"42.30";"764.52";"0.00";"23.27";"30.69";"14.05";"3738"
"092790127";"Mengkofen";"verbandsfreie Gemeinde";"41.63";"788.65";"0.00";"32.43";"25.86";"13.44";"6044"
"092790128";"Moosthenning";"verbandsfreie Gemeinde";"41.56";"793.72";"0.00";"7.26";"28.83";"9.26";"4818"
"092790130";"Niederviehbach";"verbandsfreie Gemeinde";"42.98";"852.49";"0.00";"13.16";"30.52";"10.45";"2507"
"092790132";"Pilsting. M";"verbandsfreie Gemeinde";"43.27";"781.23";"0.00";"13.39";"27.71";"15.84";"6421"
"092790134";"Reisbach. M";"verbandsfreie Gemeinde";"42.09";"791.84";"0.00";"17.68";"23.09";"17.31";"7635"
"092790135";"Simbach. M";"verbandsfreie Gemeinde";"43.49";"769.34";"0.00";"4.60";"23.78";"23.96";"3697"
"092790137";"Wallersdorf. M";"verbandsfreie Gemeinde";"42.46";"874.52";"0.00";"10.83";"21.49";"8.93";"6741"
"092795208";"Mamming (VGem)";"Gemeindeverband";"41.53";"799.15";"0.00";"18.15";"25.86";"11.81";"5180"
"093610000";"Amberg";"verbandsfreie Gemeinde";"44.87";"2436.59";"51.46";"5.24";"19.09";"0.00";"41592"
"093620000";"Regensburg";"verbandsfreie Gemeinde";"41.35";"3277.57";"203.93";"13.61";"16.35";"0.00";"140276"
"093630000";"Weiden idOPf";"verbandsfreie Gemeinde";"44.81";"2043.96";"43.80";"4.94";"17.28";"0.00";"41726"
"093710111";"Ammerthal";"verbandsfreie Gemeinde";"41.63";"1640.16";"0.00";"-7.14";"29.00";"9.84";"2101"
"093710113";"Auerbach idOPf. St";"verbandsfreie Gemeinde";"44.29";"1132.86";"0.00";"5.08";"19.87";"30.49";"8859"
"093710118";"Ebermannsdorf";"verbandsfreie Gemeinde";"42.60";"592.20";"0.00";"-7.96";"21.84";"11.96";"2387"
"093710119";"Edelsfeld";"verbandsfreie Gemeinde";"43.53";"605.40";"0.00";"3.22";"16.73";"22.88";"1864"
"093710120";"Ensdorf";"verbandsfreie Gemeinde";"43.77";"655.36";"0.00";"10.88";"16.92";"16.72";"2205"
"093710121";"Freihung. M";"verbandsfreie Gemeinde";"42.34";"664.80";"0.00";"-5.44";"19.64";"23.98";"2573"
"093710122";"Freudenberg";"verbandsfreie Gemeinde";"41.19";"716.95";"0.00";"3.08";"22.88";"17.15";"4224"
"093710127";"Hirschau. St";"verbandsfreie Gemeinde";"45.06";"865.72";"0.00";"4.14";"24.53";"21.12";"5793"
"093710129";"Hohenburg. M";"verbandsfreie Gemeinde";"43.62";"553.85";"0.00";"8.71";"14.90";"20.50";"1607"
"093710132";"Kastl. M";"verbandsfreie Gemeinde";"44.61";"586.81";"0.00";"-4.59";"22.47";"18.33";"2395"
"093710136";"Kümmersbruck";"verbandsfreie Gemeinde";"43.38";"1370.04";"0.00";"3.75";"22.36";"6.05";"9855"
"093710144";"Poppenricht";"verbandsfreie Gemeinde";"43.05";"1606.70";"0.00";"9.23";"24.40";"9.37";"3359"
"093710146";"Rieden. M";"verbandsfreie Gemeinde";"42.55";"879.61";"0.00";"-5.91";"15.77";"19.13";"2705"
"093710148";"Schmidmühlen. M";"verbandsfreie Gemeinde";"43.13";"813.43";"0.00";"-9.44";"16.45";"26.62";"2330"
"093710150";"Schnaittenbach. St";"verbandsfreie Gemeinde";"44.24";"852.14";"0.00";"1.88";"24.36";"23.96";"4254"
"093710151";"Sulzbach-Rosenberg. St";"verbandsfreie Gemeinde";"45.10";"1683.04";"0.00";"0.16";"20.04";"16.30";"19305"
"093710154";"Ursensollen";"verbandsfreie Gemeinde";"41.52";"586.97";"0.00";"1.92";"23.57";"8.86";"3654"
"093710156";"Vilseck. St";"verbandsfreie Gemeinde";"43.47";"582.63";"0.00";"-2.05";"19.90";"28.68";"5865"
"093715301";"Hahnbach (VGem)";"Gemeindeverband";"42.68";"689.93";"0.00";"-0.69";"20.49";"18.33";"5795"
"093715302";"Königstein (VGem)";"Gemeindeverband";"43.83";"666.51";"0.00";"7.05";"17.13";"30.78";"2977"
"093715303";"Neukirchen bSulzbach-R (VGem)";"Gemeindeverband";"45.64";"758.20";"0.00";"-3.29";"19.14";"24.93";"5173"
"093715304";"Illschwang (VGem)";"Gemeindeverband";"41.80";"416.85";"0.00";"3.69";"18.05";"18.19";"3794"
"093719452";"Eichen";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"12.23";"0"
"093720112";"Arnschwang";"verbandsfreie Gemeinde";"42.42";"623.81";"0.00";"7.22";"15.81";"16.13";"1940"
"093720113";"Arrach";"verbandsfreie Gemeinde";"44.29";"909.89";"0.00";"0.79";"15.27";"34.17";"2521"
"093720115";"Blaibach";"verbandsfreie Gemeinde";"43.85";"948.76";"0.00";"3.09";"14.94";"17.07";"1939"
"093720116";"Cham. St";"verbandsfreie Gemeinde";"44.17";"1089.43";"0.00";"-0.73";"18.56";"0.00";"16433"
"093720117";"Chamerau";"verbandsfreie Gemeinde";"44.18";"931.67";"0.00";"-9.38";"19.70";"8.03";"2560"
"093720124";"Eschlkam. M";"verbandsfreie Gemeinde";"42.24";"691.89";"0.00";"2.97";"18.96";"25.24";"3372"
"093720126";"Furth im Wald. St";"verbandsfreie Gemeinde";"45.16";"896.00";"0.00";"3.57";"17.86";"20.02";"8953"
"093720130";"Grafenwiesen";"verbandsfreie Gemeinde";"45.15";"1039.19";"0.00";"8.56";"14.87";"23.68";"1519"
"093720135";"Hohenwarth";"verbandsfreie Gemeinde";"44.60";"832.30";"0.00";"3.65";"14.55";"27.97";"1918"
"093720137";"Bad Kötzting. St";"verbandsfreie Gemeinde";"45.78";"1016.62";"0.00";"16.10";"18.91";"19.13";"7143"
"093720138";"Lam. M";"verbandsfreie Gemeinde";"46.97";"873.67";"0.00";"2.26";"17.48";"38.20";"2650"
"093720143";"Miltach";"verbandsfreie Gemeinde";"43.24";"865.65";"0.00";"10.19";"20.75";"15.03";"2257"
"093720144";"Neukirchen bHlBlut. M";"verbandsfreie Gemeinde";"44.06";"772.14";"0.00";"-3.20";"18.10";"30.92";"3747"
"093720146";"Pemfling";"verbandsfreie Gemeinde";"42.70";"541.50";"0.00";"-4.99";"19.13";"10.01";"2204"
"093720151";"Rimbach";"verbandsfreie Gemeinde";"44.50";"803.96";"0.00";"-8.01";"15.17";"23.09";"1873"
"093720153";"Roding. St";"verbandsfreie Gemeinde";"42.45";"910.26";"0.00";"7.26";"18.70";"15.01";"11437"
"093720154";"Rötz. St";"verbandsfreie Gemeinde";"42.30";"533.02";"0.00";"5.49";"18.48";"22.45";"3462"
"093720155";"Runding";"verbandsfreie Gemeinde";"43.06";"820.28";"0.00";"-1.76";"19.15";"12.39";"2268"
"093720157";"Schönthal";"verbandsfreie Gemeinde";"41.31";"548.60";"0.00";"-5.04";"18.71";"18.66";"1985"
"093720158";"Schorndorf";"verbandsfreie Gemeinde";"40.26";"762.64";"0.00";"-6.13";"16.25";"12.97";"2611"
"093720164";"Traitsching";"verbandsfreie Gemeinde";"42.24";"744.14";"0.00";"6.18";"20.46";"10.39";"4048"
"093720168";"Waffenbrunn";"verbandsfreie Gemeinde";"42.06";"932.29";"0.00";"10.68";"16.55";"11.66";"2060"
"093720171";"Waldmünchen. St";"verbandsfreie Gemeinde";"45.79";"733.26";"0.00";"8.74";"18.85";"25.15";"6748"
"093720175";"Willmering";"verbandsfreie Gemeinde";"43.04";"1034.03";"0.00";"-2.46";"18.59";"5.47";"2036"
"093720177";"Zandt";"verbandsfreie Gemeinde";"42.95";"826.52";"0.00";"12.06";"21.02";"14.52";"1824"
"093720178";"Lohberg";"verbandsfreie Gemeinde";"45.29";"667.99";"0.00";"-4.26";"13.65";"41.96";"1877"
"093725308";"Tiefenbach (VGem)";"Gemeindeverband";"44.94";"579.44";"0.00";"-7.09";"14.77";"30.62";"2963"
"093725310";"Stamsried (VGem)";"Gemeindeverband";"42.64";"662.47";"0.00";"11.50";"15.77";"15.81";"3130"
"093725312";"Weiding (VGem)";"Gemeindeverband";"42.48";"737.44";"0.00";"-2.70";"15.20";"14.39";"3331"
"093725313";"Walderbach (VGem)";"Gemeindeverband";"42.62";"806.32";"0.00";"11.77";"19.66";"26.68";"3314"
"093725317";"Wald (VGem)";"Gemeindeverband";"41.80";"668.09";"0.00";"-0.87";"20.71";"27.65";"4617"
"093725318";"Falkenstein (VGem)";"Gemeindeverband";"41.72";"699.90";"0.00";"10.13";"17.96";"24.78";"6813"
"093730112";"Berching. St";"verbandsfreie Gemeinde";"42.35";"732.50";"0.00";"1.18";"21.42";"22.73";"8472"
"093730113";"Berg bNeumarkt idOPf";"verbandsfreie Gemeinde";"41.55";"993.26";"0.00";"8.52";"25.47";"10.07";"7515"
"093730115";"Breitenbrunn. M";"verbandsfreie Gemeinde";"41.66";"582.82";"0.00";"1.78";"19.67";"31.67";"3363"
"093730119";"Deining";"verbandsfreie Gemeinde";"41.24";"733.76";"0.00";"10.49";"24.36";"10.17";"4386"
"093730121";"Dietfurt adAltmühl. St";"verbandsfreie Gemeinde";"41.87";"844.04";"0.00";"5.81";"21.69";"35.49";"6028"
"093730126";"Freystadt. St";"verbandsfreie Gemeinde";"40.51";"952.30";"0.00";"-0.12";"21.87";"18.74";"8626"
"093730134";"Hohenfels. M";"verbandsfreie Gemeinde";"43.03";"197.60";"0.00";"38.70";"17.81";"32.76";"2119"
"093730140";"Lauterhofen. M";"verbandsfreie Gemeinde";"42.17";"472.07";"0.00";"4.41";"24.61";"19.55";"3632"
"093730143";"Lupburg. M";"verbandsfreie Gemeinde";"41.14";"698.83";"0.00";"7.31";"21.67";"27.68";"2327"
"093730146";"Mühlhausen";"verbandsfreie Gemeinde";"41.82";"951.25";"0.00";"20.91";"21.37";"15.93";"4734"
"093730147";"Neumarkt idOPf. GKSt";"verbandsfreie Gemeinde";"44.15";"2011.85";"0.00";"6.91";"22.37";"0.00";"38477"
"093730151";"Parsberg. St";"verbandsfreie Gemeinde";"41.83";"997.85";"0.00";"6.79";"21.65";"25.21";"6630"
"093730155";"Postbauer-Heng. M";"verbandsfreie Gemeinde";"42.46";"1594.32";"0.00";"0.00";"25.97";"11.22";"7398"
"093730156";"Pyrbaum. M";"verbandsfreie Gemeinde";"43.17";"1191.48";"0.00";"2.34";"28.61";"17.68";"5557"
"093730160";"Seubersdorf idOPf";"verbandsfreie Gemeinde";"41.30";"788.06";"0.00";"7.97";"21.63";"20.26";"5021"
"093730167";"Velburg. St";"verbandsfreie Gemeinde";"41.31";"400.75";"0.00";"-3.08";"21.74";"19.49";"5194"
"093735321";"Neumarkt idOPf (VGem)";"Gemeindeverband";"39.97";"753.71";"0.00";"19.05";"22.63";"8.89";"8347"
"093740111";"Altenstadt adWaldnaab";"verbandsfreie Gemeinde";"43.92";"1661.81";"0.00";"6.54";"29.64";"7.80";"4742"
"093740118";"Eslarn. M";"verbandsfreie Gemeinde";"44.19";"714.62";"0.00";"2.20";"16.29";"34.60";"2723"
"093740121";"Floß. M";"verbandsfreie Gemeinde";"44.48";"782.84";"0.00";"0.57";"20.67";"15.93";"3487"
"093740122";"Flossenbürg";"verbandsfreie Gemeinde";"45.89";"775.62";"0.00";"7.38";"19.76";"22.36";"1626"
"093740124";"Grafenwöhr. St";"verbandsfreie Gemeinde";"43.09";"199.68";"0.00";"11.59";"17.06";"22.28";"6470"
"093740133";"Luhe-Wildenau. M";"verbandsfreie Gemeinde";"42.18";"679.40";"0.00";"-3.52";"23.26";"11.71";"3407"
