"plz","note","einwohner","qkm","Durchschnittsalter der Bevölkerung","Siedlungsdichte in km²","Studierende je 100 Einwohner 18 bis 25 Jahre","Gesamtwanderungssaldo","Haushalte mit hohem Einkommen","Erreichbarkeit von Oberzentren","Bevölkerung gesamt"
"53177","53177 Bonn",20883,17.908261,41.3,4497.7,122.82,3.69,16.99,0,311287
"53123","53123 Bonn",23047,7.667647,41.3,4497.7,122.82,3.69,16.99,0,311287
"53127","53127 Bonn",14030,7.703171,41.3,4497.7,122.82,3.69,16.99,0,311287
"53111","53111 Bonn",19084,2.410191,41.3,4497.7,122.82,3.69,16.99,0,311287
"53227","53227 Bonn",17519,10.032694,41.3,4497.7,122.82,3.69,16.99,0,311287
"53229","53229 Bonn",24415,13.222267,41.3,4497.7,122.82,3.69,16.99,0,311287
"53175","53175 Bonn",19609,9.865645,41.3,4497.7,122.82,3.69,16.99,0,311287
"53173","53173 Bonn",11860,2.433155,41.3,4497.7,122.82,3.69,16.99,0,311287
"53117","53117 Bonn",21650,7.204297,41.3,4497.7,122.82,3.69,16.99,0,311287
"50935","50935 Köln",16884,5.142317,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50968","50968 Köln",24413,6.486044,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50997","50997 Köln",20728,25.634132,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51067","51067 Köln",27232,5.702757,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50733","50733 Köln",34574,3.060674,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50735","50735 Köln",30800,14.750835,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51061","51061 Köln",30678,16.457959,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50668","50668 Köln",11765,1.591028,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50823","50823 Köln",29057,2.488378,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50678","50678 Köln",17874,1.459989,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50996","50996 Köln",15002,8.70933,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50765","50765 Köln",30471,16.618687,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51065","51065 Köln",21400,2.663187,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50829","50829 Köln",18994,13.818117,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50737","50737 Köln",18744,7.132196,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50674","50674 Köln",17561,1.426419,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51145","51145 Köln",25894,6.703482,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50767","50767 Köln",16821,5.882485,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50769","50769 Köln",31663,44.32745,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50999","50999 Köln",18839,9.765602,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50969","50969 Köln",19996,3.960429,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51069","51069 Köln",31587,20.421622,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50670","50670 Köln",17303,1.887324,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50679","50679 Köln",15197,5.415404,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51147","51147 Köln",22992,31.973193,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50677","50677 Köln",12923,1.063562,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50859","50859 Köln",22027,9.940108,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51107","51107 Köln",28375,22.556332,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50739","50739 Köln",26153,6.794966,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50931","50931 Köln",15618,2.414659,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50676","50676 Köln",14676,1.372095,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51149","51149 Köln",21575,15.289389,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50858","50858 Köln",23454,9.133309,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50937","50937 Köln",26066,4.267387,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50667","50667 Köln",4795,1.273068,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50672","50672 Köln",9583,1.091928,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50939","50939 Köln",14507,2.348656,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50825","50825 Köln",25907,3.577411,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51103","51103 Köln",36171,5.03365,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51143","51143 Köln",23123,15.271098,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50827","50827 Köln",27209,5.693685,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51105","51105 Köln",27095,7.856704,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51063","51063 Köln",33955,6.618758,41.47,4352.66,109.4,8.2,17.68,0,1034175
"50933","50933 Köln",17885,7.28773,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51109","51109 Köln",28435,12.493214,41.47,4352.66,109.4,8.2,17.68,0,1034175
"51377","51377 Leverkusen",24162,16.20179,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"51373","51373 Leverkusen",26835,14.326545,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"51379","51379 Leverkusen",22796,6.752763,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"51375","51375 Leverkusen",25396,10.441008,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"51371","51371 Leverkusen",29624,15.612253,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"51381","51381 Leverkusen",30249,15.657295,44.02,3507.81,6.16,7.52,18.12,20.54,160819
"52062","52062 Aachen",15989,1.639541,40.98,3862.97,155.49,6.56,16.05,0,241683
"52070","52070 Aachen",22563,9.173502,40.98,3862.97,155.49,6.56,16.05,0,241683
"52068","52068 Aachen",15378,5.427096,40.98,3862.97,155.49,6.56,16.05,0,241683
"52078","52078 Aachen",29658,12.534075,40.98,3862.97,155.49,6.56,16.05,0,241683
"52064","52064 Aachen",22594,2.184438,40.98,3862.97,155.49,6.56,16.05,0,241683
"52076","52076 Aachen",20187,55.135263,40.98,3862.97,155.49,6.56,16.05,0,241683
"52066","52066 Aachen",31972,7.75382,40.98,3862.97,155.49,6.56,16.05,0,241683
"52072","52072 Aachen",21256,19.403102,40.98,3862.97,155.49,6.56,16.05,0,241683
"52074","52074 Aachen",30606,32.630738,40.98,3862.97,155.49,6.56,16.05,0,241683
"52080","52080 Aachen",26239,15.084253,40.98,3862.97,155.49,6.56,16.05,0,241683
"52477","52477 Alsdorf",46553,31.634835,43.48,2807.21,0,3.89,18.54,14.63,46313
"52499","52499 Baesweiler",26376,27.711509,42.24,3050.68,0,3.59,18.64,17.13,26497
"52249","52249 Eschweiler",54732,75.694687,43.73,2261.12,0,8.12,18.81,10.79,55026
"52134","52134 Herzogenrath",46468,33.35546,44.33,3084.84,0,4.12,19.62,14.63,46546
"52156","52156 Monschau",12124,94.727513,45.62,977.71,0,-1.69,24.98,35.93,11866
"52159","52159 Roetgen",8288,39.067227,43.93,1778.47,0,6.19,37.8,22.64,8238
"52152","52152 Simmerath",15124,110.914317,44.58,1017,0,3.46,24.89,32.03,15022
"52223","52223 Stolberg (Rhld.)",20865,17.343686,43.78,2593.93,0,4.59,18.75,14.65,56191
"52222","52222 Stolberg (Rhld.)",20927,14.31408,43.78,2593.93,0,4.59,18.75,14.65,56191
"52224","52224 Stolberg",14421,66.821609,43.78,2593.93,0,4.59,18.75,14.65,56191
"52146","52146 Würselen",37226,34.508956,43.9,3021.25,0,10.4,20.55,7.95,37685
"52457","52457 Aldenhoven",13751,44.24606,42.46,1789.56,0,-4.33,19.55,13.6,13611
"52355","52355 Düren",23203,33.641062,42.91,2834.05,0,5.26,16.39,21.81,88953
"52349","52349 Düren",14672,6.664764,42.91,2834.05,0,5.26,16.39,21.81,88953
"52351","52351 Düren",25832,13.216873,42.91,2834.05,0,5.26,16.39,21.81,88953
"52353","52353 Düren",25000,31.455406,42.91,2834.05,0,5.26,16.39,21.81,88953
"52396","52396 Heimbach",4424,64.892958,47.12,725.33,0,1.85,22.18,47.85,4335
"52393","52393 Hürtgenwald",8676,87.765039,44.42,956.67,0,1.05,28.25,34.88,8585
"52459","52459 Inden",6952,35.955841,42.93,1511.83,0,13.11,22.51,17.45,7020
"52428","52428 Jülich",31866,90.358432,43.77,1649.09,117.9,3.99,23.44,18.97,32089
"52372","52372 Kreuzau",17259,42.132477,45.7,1883.93,0,0.53,28.28,30.16,17071
"52379","52379 Langerwehe",13471,41.48262,44.73,1983.19,0,5.19,25.55,17.44,13478
"52441","52441 Linnich",12576,65.542719,44.94,1435.84,0,-7.39,20.47,23.51,12446
"52399","52399 Merzenich",9845,37.840453,43.75,1875.19,0,1.92,25.05,22.41,9903
"52385","52385 Nideggen",9880,64.990825,44.86,1035.18,0,1.12,24.41,37.34,9785
"52382","52382 Niederzier",13759,63.438351,43.03,1610.1,0,2.41,22.03,23.93,13688
"52388","52388 Nörvenich",10593,66.167675,43.27,1141.87,0,-9.06,21.67,28.26,10261
"52445","52445 Titz",8299,68.526676,44.32,1056.03,0,6.59,29.03,20.48,8190
"52391","52391 Vettweiß",8965,83.035993,42.91,1186.49,0,5.69,22.61,33.85,8970
"50181","50181 Bedburg",23064,80.063933,43.61,1545.02,0,1.23,23.17,22.89,22846
"50129","50129 Bergheim",21118,50.220244,43.07,2181.98,0,-1.62,21.4,24.46,59272
"50126","50126 Bergheim",19193,26.387406,43.07,2181.98,0,-1.62,21.4,24.46,59272
"50127","50127 Bergheim",18616,19.591489,43.07,2181.98,0,-1.62,21.4,24.46,59272
"50321","50321 Brühl",43567,36.274182,44.44,3240.23,63.12,7.43,22.63,19.59,44029
"50189","50189 Elsdorf",20825,66.470971,42.8,2032.89,0,10.62,24.41,25.89,20991
"50374","50374 Erftstadt",49270,119.851685,45.12,2063.04,0,1.47,25.71,20.07,49037
"50226","50226 Frechen",49670,45.119035,43.88,3017.41,0,9.89,24.34,14.27,51080
"50354","50354 Hürth",55073,51.005355,42.68,2653.18,0,14.54,22.12,12.26,57230
"50169","50169 Kerpen",23066,28.241477,42.62,2153.3,0,2.16,20.49,20.94,63784
"50170","50170 Kerpen",21609,38.265686,42.62,2153.3,0,2.16,20.49,20.94,63784
"50171","50171 Kerpen",18597,47.490378,42.62,2153.3,0,2.16,20.49,20.94,63784
"50259","50259 Pulheim",53025,72.347257,45.29,2796.57,3,2.37,32.52,16.52,53109
"50389","50389 Wesseling",35011,23.364741,42.79,2825.28,0,7.89,23.27,15.35,35224
"53902","53902 Bad Münstereifel",17520,150.710963,46.23,926.14,38.95,-1.86,21.97,39.55,17236
"53945","53945 Blankenheim",8661,148.562251,45.36,542.66,0,-5.47,19.85,47.19,8414
"53949","53949 Dahlem",4216,95.211596,44.69,499.41,0,5.75,21.47,55.2,4172
"53881","53881 Euskirchen",27256,127.741805,42.87,2030.54,0,3.26,19.59,31.58,55558
"53879","53879 Euskirchen",28215,11.713204,42.87,2030.54,0,3.26,19.59,31.58,55558
"53940","53940 Hellenthal",8272,137.567579,45.9,601.06,0,-11.61,20.78,57.41,8011
"53925","53925 Kall",11403,65.954569,43.77,1099.41,0,-8.87,22.77,47.29,11162
"53894","53894 Mechernich",26779,136.368758,43.32,1095.53,0,6.58,23.87,38.28,26763
"53947","53947 Nettersheim",7585,94.587722,44.93,707.72,0,-0.67,21.66,44.51,7438
"53937","53937 Schleiden",13135,122.019351,45.04,1001.08,0,8.28,20.48,52.56,12918
"53919","53919 Weilerswist",15478,57.153762,43.61,1741.51,0,20.46,29.78,24.86,16131
"53909","53909 Zülpich",19768,100.9889,43.48,1370.66,0,-0.05,25.14,37.88,19634
"41812","41812 Erkelenz",42972,117.372711,43.83,1804.07,0,-0.65,24.39,16.48,42792
"52538","52538 Gangelt, Selfkant",21390,90.833003,43.38,1326.77,0,19.15,21.8,31.86,11642
"52511","52511 Geilenkirchen",26300,83.226185,42.66,1391.29,0,9.99,21.56,25.5,26626
"52525","52525 Waldfeucht, Heinsberg",49737,122.51625,43.57,1819.7,0,2.3,21.23,30.68,40908
"41836","41836 Hückelhoven",38969,61.205214,42.4,2219.76,0,5.92,21.73,21.79,38709
"52531","52531 Übach-Palenberg",24238,26.126702,43.4,2596.35,0,-0.04,19.31,21.56,23948
"41849","41849 Wassenberg",16951,42.444245,43.36,1836.8,0,7.62,21.19,28.01,17182
"41844","41844 Wegberg",27947,84.302203,44.78,1592.14,0,1.95,25.63,19.45,27713
"51702","51702 Bergneustadt",18805,37.86585,43.05,1957.33,0,-0.58,20.08,28.57,18835
"51766","51766 Engelskirchen",19416,63.001627,44.69,1669.81,0,1.98,22.83,32.23,19211
"51647","51647 Gummersbach",15600,55.54343,43.42,1923.91,115.89,2.5,20.94,35.94,49665
"51643","51643 Gummersbach",15723,12.800714,43.42,1923.91,115.89,2.5,20.94,35.94,49665
"51645","51645 Gummersbach",18692,27.014341,43.42,1923.91,115.89,2.5,20.94,35.94,49665
"42499","42499 Hückeswagen",15298,50.500472,44.36,1798.35,0,2.98,28.11,32.42,15102
"51789","51789 Lindlar",21278,85.835973,43.31,1438.43,0,1.19,25.9,34.77,21038
"51709","51709 Marienheide",13702,54.934951,41.98,1398.44,0,-0.88,28.69,38.51,13570
"51597","51597 Morsbach",10614,55.928227,43.58,1021.95,0,-11.82,17.73,34.8,10236
"51588","51588 Nümbrecht",16734,71.735977,42.74,1186.57,0,6.54,20.78,35.95,16665
"42477","42477 Radevormwald",22518,53.837976,45.26,2116.1,0,-3.13,23.61,28.28,22025
"51580","51580 Reichshof",19080,114.59303,42.48,894.61,0,-0.7,20.13,22.55,18688
"51545","51545 Waldbröl",19025,63.286635,41.18,1443.34,0,-1.43,17.18,37.24,18872
"51674","51674 Wiehl",25327,53.244264,44.66,1533.31,0,-4.27,28.51,31.12,25047
"51688","51688 Wipperfürth",21787,118.241999,43.07,1446.99,0,0.19,28.63,39.98,21336
"51467","51467 Bergisch Gladbach",18299,12.318782,45.29,3502.39,9.05,7.09,26.23,23.8,109425
"51465","51465 Bergisch Gladbach",14306,12.258723,45.29,3502.39,9.05,7.09,26.23,23.8,109425
"51427","51427 Bergisch Gladbach",22637,12.210071,45.29,3502.39,9.05,7.09,26.23,23.8,109425
"51429","51429 Bergisch Gladbach",26056,34.784234,45.29,3502.39,9.05,7.09,26.23,23.8,109425
"51469","51469 Bergisch Gladbach",27432,11.537571,45.29,3502.39,9.05,7.09,26.23,23.8,109425
"51399","51399 Burscheid",18043,27.306521,43.33,2375.06,0,-20.27,24.33,23.25,18108
"51515","51515 Kürten",19569,67.268002,43.45,1692.18,0,-0.82,34.17,35.89,19458
"42799","42799 Leichlingen",27509,37.263381,45.54,2671.2,0,12.33,29.91,23.66,27646
"51519","51519 Odenthal",14903,39.863417,45.38,2314.98,0,0.27,44.25,27.53,14727
"51491","51491 Overath",27004,68.838871,43.71,1823.67,0,2.28,27.72,23.76,26812
"51503","51503 Rösrath",27534,38.786472,43.64,2802.14,0,11.69,31.31,18.69,27792
"42929","42929 Wermelskirchen",35018,74.768952,45.31,2300,0,-0.7,24.44,25.84,34472
"53347","53347 Alfter",22743,34.766647,42.42,3112.57,81.75,2.09,28.63,13.73,23003
"53604","53604 Bad Honnef",24561,48.42761,45.26,2276.79,432.2,7.29,31.23,17.39,24845
"53332","53332 Bornheim",46272,82.672299,42.84,2426.27,0,2.26,24.63,13.58,46437
"53783","53783 Eitorf",18776,69.862498,43.85,1378.75,0,1.99,21.02,30.67,18585
"53773","53773 Hennef (Sieg)",44878,105.834595,42.15,1997.34,10.33,7.42,23.35,16.73,45806
"53639","53639 Königswinter",40066,75.858578,44.36,1951.69,0,4.43,28.73,13.91,39976
"53797","53797 Lohmar",29646,65.598303,43.73,2008.92,0,5.8,30.78,15.5,29679
"53340","53340 Meckenheim",23554,34.836478,45.23,2587.25,0,3.3,34.71,15.42,23628
"53804","53804 Much",14056,78.017163,43.66,1070.41,0,6.16,24.99,31.16,14130
"53819","53819 Neunkirchen-Seelscheid",19770,50.594032,44.26,1737.84,0,1.85,26.41,23.73,19481
"53859","53859 Niederkassel",36581,35.780267,42.67,3335.8,0,3.58,28.76,16.99,36841
"53359","53359 Rheinbach",26408,69.696633,43.89,2037.2,112.9,7.47,28.53,21.11,26790
"53809","53809 Ruppichteroth",10454,61.930657,42.31,1269.27,0,0.49,19.65,35.7,10222
"53757","53757 Sankt Augustin",53997,34.20637,43.75,2991.2,123.38,3.54,27.08,11.83,54285
"53721","53721 Siegburg",38704,23.649773,42.74,3647.47,0,13.37,23.56,13.96,39563
"53913","53913 Swisttal",17619,62.203472,44.15,1741.26,0,1.03,37.62,22.63,17480
"53844","53844 Troisdorf",24936,19.848062,42.31,2834.95,0,2.01,19.37,11.76,72978
"53840","53840 Troisdorf",23689,9.199769,42.31,2834.95,0,2.01,19.37,11.76,72978
"53842","53842 Troisdorf",23736,32.789317,42.31,2834.95,0,2.01,19.37,11.76,72978
"53343","53343 Wachtberg",19475,49.662105,43.61,2042.08,0,4.19,41.92,16.87,19827
"51570","51570 Windeck",18969,107.168581,44.24,972.74,0,2.46,19.07,47.2,18724
"46240","46240 Bottrop",25238,15.007158,44.68,2668.99,16.74,1.56,16.93,19.21,116055
"46236","46236 Bottrop",23552,4.883012,44.68,2668.99,16.74,1.56,16.93,19.21,116055
"46242","46242 Bottrop",22530,10.471619,44.68,2668.99,16.74,1.56,16.93,19.21,116055
"46238","46238 Bottrop",25729,11.72879,44.68,2668.99,16.74,1.56,16.93,19.21,116055
"46244","46244 Bottrop",20422,58.497041,44.68,2668.99,16.74,1.56,16.93,19.21,116055
"45883","45883 Gelsenkirchen",16572,7.29726,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45892","45892 Gelsenkirchen",15330,12.951054,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45886","45886 Gelsenkirchen",19053,6.242435,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45881","45881 Gelsenkirchen",24073,7.231919,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45896","45896 Gelsenkirchen",24226,19.914857,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45879","45879 Gelsenkirchen",13324,2.187851,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45891","45891 Gelsenkirchen",26414,7.86545,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45888","45888 Gelsenkirchen",22821,4.213708,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45884","45884 Gelsenkirchen Rotthausen",13622,3.582878,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45899","45899 Gelsenkirchen",26846,7.739642,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45894","45894 Gelsenkirchen",20762,9.37906,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45889","45889 Gelsenkirchen",15741,7.16966,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"45897","45897 Gelsenkirchen",20107,9.078502,43.55,3455.23,27.1,5.51,12.81,19.49,257850
"48151","48151 Münster",22894,3.961688,40.63,3078.44,148.37,8.94,16.01,0,299708
"48149","48149 Münster",20276,7.621289,40.63,3078.44,148.37,8.94,16.01,0,299708
"48147","48147 Münster",24422,6.288181,40.63,3078.44,148.37,8.94,16.01,0,299708
"48161","48161 Münster",32198,56.913972,40.63,3078.44,148.37,8.94,16.01,0,299708
"48143","48143 Münster",9237,1.589509,40.63,3078.44,148.37,8.94,16.01,0,299708
"48157","48157 Münster",21235,61.904261,40.63,3078.44,148.37,8.94,16.01,0,299708
"48155","48155 Münster",20759,18.900782,40.63,3078.44,148.37,8.94,16.01,0,299708
"48163","48163 Münster",23534,62.804141,40.63,3078.44,148.37,8.94,16.01,0,299708
"48167","48167 Münster",25352,26.922112,40.63,3078.44,148.37,8.94,16.01,0,299708
"48159","48159 Münster",22606,23.141968,40.63,3078.44,148.37,8.94,16.01,0,299708
"48165","48165 Münster",26776,25.193075,40.63,3078.44,148.37,8.94,16.01,0,299708
"48153","48153 Münster",20051,4.757479,40.63,3078.44,148.37,8.94,16.01,0,299708
"48145","48145 Münster",20450,3.144055,40.63,3078.44,148.37,8.94,16.01,0,299708
"48683","48683 Ahaus",38426,151.521172,40.05,1447.5,0,3.48,24.31,55.22,38753
"46395","46395 Bocholt",28624,40.759375,42.92,2181.96,33.22,-1.17,19.84,44.32,70856
"46399","46399 Bocholt",18398,53.418193,42.92,2181.96,33.22,-1.17,19.84,44.32,70856
"46397","46397 Bocholt",24182,25.226244,42.92,2181.96,33.22,-1.17,19.84,44.32,70856
"46325","46325 Borken",41748,153.197384,42.24,1521.46,0,-0.82,21.27,47.48,41386
"48712","48712 Gescher",16936,80.770306,41.55,1307.08,0,-0.41,22.29,46.86,16887
"48599","48599 Gronau",45509,78.820323,41.21,1945.17,0,8.3,18.91,51.84,45998
"48619","48619 Heek",8382,69.251418,39.26,970.4,0,-1.3,27.01,53.18,8466
"46359","46359 Heiden",8111,53.297651,42.09,1143.06,0,4.09,30.33,40.65,8071
"46419","46419 Isselburg",10932,42.794731,42.49,1349.49,0,-8.5,24.68,41.36,10701
"48739","48739 Legden",6970,56.115157,40.35,1014.98,0,-1.16,22.29,47.6,6926
"46348","46348 Raesfeld",11178,57.945803,41.95,1414.94,0,-3.7,26.77,38.54,11088
"48734","48734 Reken",14338,78.731559,42.68,1226.05,0,8.19,28.05,42.37,14411
"46414","46414 Rhede",19149,78.884107,41.68,1627.01,0,1.26,23.48,48.17,19051
"48624","48624 Schöppingen",6883,68.684414,38.79,846.22,0,40.25,21.03,40.81,7403
"48703","48703 Stadtlohn",20192,79.13363,40.74,1618.17,0,-2.25,22.43,55.45,20005
"46354","46354 Südlohn",8834,45.223671,41.87,1273.61,0,4.7,27.4,57.22,8944
"46342","46342 Velen",13020,70.843308,40.9,1331.02,0,-1.93,21.85,46.47,12936
"48691","48691 Vreden",22428,135.706386,40.9,1215.65,0,0.36,20.63,64.12,22389
"59387","59387 Ascheberg",15141,106.299009,42.02,1144.51,0,0.93,27.16,20.36,15070
"48727","48727 Billerbeck",11537,91.260404,42.99,1077.51,0,0.53,27.88,32.01,11416
"48653","48653 Coesfeld",35880,141.159628,43.22,1546.51,0,4.72,23.35,37.57,35813
"48249","48249 Dülmen",46485,184.74744,43.17,1662.13,0,0.13,22.74,28.32,45870
"48329","48329 Havixbeck",11568,53.239803,43.48,1698.54,0,4.57,27.52,23.54,11588
"59348","59348 Lüdinghausen",23656,140.494505,43.37,1375.69,0,7.65,23.32,29.24,23672
"59394","59394 Nordkirchen",9694,52.276891,43.61,1387.54,220.02,-11.85,27.26,30.34,9618
"48301","48301 Nottuln",19226,85.625628,42.17,1568.27,0,0.47,28.74,22.32,19297
"59399","59399 Olfen",12101,52.378476,44.83,1547.15,0,7.88,21.85,31.36,12182
"48720","48720 Rosendahl",10592,94.710075,41.8,1022.65,0,-7.35,24.58,42.09,10614
"48308","48308 Senden",20007,109.394947,42.26,1487.75,0,4.67,22.74,18.45,20142
"44575","44575 Castrop-Rauxel",22181,9.461767,45.1,2696.94,0,1.82,17.87,16.94,73751
"44577","44577 Castrop-Rauxel",16447,16.199327,45.1,2696.94,0,1.82,17.87,16.94,73751
"44579","44579 Castrop-Rauxel",16136,15.153857,45.1,2696.94,0,1.82,17.87,16.94,73751
"44581","44581 Castrop-Rauxel",20055,10.845987,45.1,2696.94,0,1.82,17.87,16.94,73751
"45711","45711 Datteln",34509,66.084093,44.61,2205.17,0,-0.32,18.75,24.78,34332
"46282","46282 Dorsten",23616,35.117196,44.56,2031.23,0,-2.53,18.67,29.72,75547
"46284","46284 Dorsten",26563,31.278741,44.56,2031.23,0,-2.53,18.67,29.72,75547
"46286","46286 Dorsten",26788,104.767783,44.56,2031.23,0,-2.53,18.67,29.72,75547
"45964","45964 Gladbeck",21211,10.969167,43.96,3311.35,0,4.49,17.8,21.49,74011
"45966","45966 Gladbeck",25135,16.109244,43.96,3311.35,0,4.49,17.8,21.49,74011
"45968","45968 Gladbeck",27751,8.83755,43.96,3311.35,0,4.49,17.8,21.49,74011
"45721","45721 Haltern am See",37362,158.949751,44.6,1494.2,0,4.67,24.49,27.67,37266
"45701","45701 Herten",28946,18.404125,45.4,2758.57,0,-1.63,18.46,20.23,60582
"45699","45699 Herten",32511,18.898926,45.4,2758.57,0,-1.63,18.46,20.23,60582
"45770","45770 Marl",27291,31.227292,45.27,2146.55,4.05,0.49,17.69,27.05,83634
"45772","45772 Marl",28701,29.564839,45.27,2146.55,4.05,0.49,17.69,27.05,83634
"45768","45768 Marl",28875,26.880843,45.27,2146.55,4.05,0.49,17.69,27.05,83634
"45739","45739 Oer-Erkenschwick",30941,38.668891,44.11,3231.22,0,5.34,19.32,28.15,30550
"45657","45657 Recklinghausen",19166,5.467832,44.66,3041.7,27.71,3.29,16.58,17.91,115320
"45663","45663 Recklinghausen",22723,7.716275,44.66,3041.7,27.71,3.29,16.58,17.91,115320
"45661","45661 Recklinghausen",21059,7.937742,44.66,3041.7,27.71,3.29,16.58,17.91,115320
"45659","45659 Recklinghausen",20261,23.708031,44.66,3041.7,27.71,3.29,16.58,17.91,115320
"45665","45665 Recklinghausen",32776,21.627041,44.66,3041.7,27.71,3.29,16.58,17.91,115320
"45731","45731 Waltrop",28985,47.08074,45.54,2383.46,0,4.5,19.06,19.86,28885
"48341","48341 Altenberge",10043,63.00323,41.51,1156.92,0,3.48,28.96,20.81,10054
"48282","48282 Emsdetten",35264,72.018579,42.49,2161.29,0,2.37,23.8,29.26,35447
"48268","48268 Greven",34731,140.139525,42.84,1491.64,0,11.54,22.45,18.13,35278
"48477","48477 Hörstel",19713,107.403994,41.02,1082.55,0,-4.82,26.17,27.44,19491
"48496","48496 Hopsten",7670,99.784706,39.86,767.34,0,3.98,21.2,37.61,7542
"48612","48612 Horstmar",6521,44.729859,43.26,1212.5,0,-2.2,26.5,34.75,6364
"49477","49477 Ibbenbüren",25867,12.008845,42.56,1581.04,0,-0.24,18.43,22.6,50438
"49479","49479 Ibbenbüren",24876,96.816979,42.56,1581.04,0,-0.24,18.43,22.6,50438
"49549","49549 Ladbergen",6432,52.325572,44.21,856.53,0,11.65,24.85,22.93,6439
"48366","48366 Laer",6495,35.235612,41.28,1557.74,0,5.68,24.8,27.37,6515
"49525","49525 Lengerich",21929,90.625539,44.17,1278.66,0,7.28,22.5,21.87,21978
"49536","49536 Lienen",8677,73.352097,43.79,958.04,0,-2.11,24.77,24.25,8511
"49504","49504 Lotte",13645,37.718349,42.01,1521.29,0,8.32,21.6,12.52,13949
"48629","48629 Metelen",6409,40.260392,41.67,1215.15,0,6.26,22.53,42.74,6391
"49497","49497 Mettingen",11891,40.577551,42.9,1365.94,0,-3.86,23.31,24.9,11644
"48485","48485 Neuenkirchen",13726,48.413103,41.77,1465.11,0,-10.33,22.01,41.34,13551
"48356","48356 Nordwalde",9403,51.540362,42.77,1524.43,0,0.54,26.35,26.91,9325
"48607","48607 Ochtrup",18941,105.688532,40.63,1063.6,0,-1.21,24.36,46.2,19065
"49509","49509 Recke",11410,53.627197,41.41,1312.62,0,-16.48,23.97,32.33,11224
"48432","48432 Rheine",20137,122.347708,43,1868.97,4.19,3.39,17.38,33.45,73484
"48431","48431 Rheine",22876,11.056427,43,1868.97,4.19,3.39,17.38,33.45,73484
"48429","48429 Rheine",29806,11.501295,43,1868.97,4.19,3.39,17.38,33.45,73484
"48369","48369 Saerbeck",7164,59.019042,40.44,1046.71,0,-1.28,22.93,27.56,7054
